tick,node,drive,phase_tick,coherence,energy,phase,pathway
65,16,0,66,0,0,free,free_pool
65,17,0,66,0,0,free,free_pool
65,18,0,66,0,0,free,free_pool
65,19,0,66,0,0,free,free_pool
65,20,0,66,0,0,free,free_pool
65,21,0,66,0,0,free,free_pool
65,22,1,66,0,1,free,free_pool
65,23,0,66,0,0,free,free_pool
65,24,0,66,0,0,free,free_pool
65,25,0,66,0,0,free,free_pool
65,26,0,66,0,0,free,free_pool
65,27,0,66,0,0,free,free_pool
65,28,0,66,0,0,free,free_pool
65,29,0,66,0,0,free,free_pool
65,30,0,66,0,0,free,free_pool
65,31,0,66,0,0,free,free_pool
66,0,0,67,0,0,free,free_pool
66,1,0,67,0,0,free,free_pool
66,2,0,67,0,0,free,free_pool
66,3,0,67,0,0,free,free_pool
66,4,0,67,0,0,free,free_pool
66,5,0,67,0,0,free,free_pool
66,6,0,67,0,0,free,free_pool
66,7,0,67,0,0,free,free_pool
66,8,0,67,0,0,free,free_pool
66,9,0,67,0,0,free,free_pool
66,10,0,67,0,0,free,free_pool
66,11,0,67,0,0,free,free_pool
66,12,0,67,0,0,free,free_pool
66,13,0,67,0,0,free,free_pool
66,14,0,67,0,0,free,free_pool
66,15,0,67,0,0,free,free_pool
66,16,0,67,0,0,free,free_pool
66,17,0,67,0,0,free,free_pool
66,18,0,67,0,0,free,free_pool
66,19,0,67,0,0,free,free_pool
66,20,0,67,0,0,free,free_pool
66,21,1,67,0,1,free,free_pool
66,22,0,67,0,0,free,free_pool
66,23,0,67,0,0,free,free_pool
66,24,0,67,0,0,free,free_pool
66,25,0,67,0,0,free,free_pool
66,26,0,67,0,0,free,free_pool
66,27,0,67,0,0,free,free_pool
66,28,0,67,0,0,free,free_pool
66,29,0,67,0,0,free,free_pool
66,30,0,67,0,0,free,free_pool
66,31,0,67,0,0,free,free_pool
67,0,0,68,0,0,free,free_pool
67,1,0,68,0,0,free,free_pool
67,2,0,68,0,0,free,free_pool
67,3,0,68,0,0,free,free_pool
67,4,0,68,0,0,free,free_pool
67,5,0,68,0,0,free,free_pool
67,6,0,68,0,0,free,free_pool
67,7,0,68,0,0,free,free_pool
67,8,0,68,0,0,free,free_pool
67,9,0,68,0,0,free,free_pool
67,10,0,68,0,0,free,free_pool
67,11,0,68,0,0,free,free_pool
67,12,0,68,0,0,free,free_pool
67,13,0,68,0,0,free,free_pool
67,14,0,68,0,0,free,free_pool
67,15,0,68,0,0,free,free_pool
67,16,0,68,0,0,free,free_pool
67,17,0,68,0,0,free,free_pool
67,18,0,68,0,0,free,free_pool
67,19,0,68,0,0,free,free_pool
67,20,1,68,0,1,free,free_pool
67,21,0,68,0,0,free,free_pool
67,22,0,68,0,0,free,free_pool
67,23,0,68,0,0,free,free_pool
67,24,0,68,0,0,free,free_pool
67,25,0,68,0,0,free,free_pool
67,26,0,68,0,0,free,free_pool
67,27,0,68,0,0,free,free_pool
67,28,0,68,0,0,free,free_pool
67,29,0,68,0,0,free,free_pool
67,30,0,68,0,0,free,free_pool
67,31,0,68,0,0,free,free_pool
68,0,0,69,0,0,free,free_pool
68,1,0,69,0,0,free,free_pool
68,2,0,69,0,0,free,free_pool
68,3,0,69,0,0,free,free_pool
68,4,0,69,0,0,free,free_pool
68,5,0,69,0,0,free,free_pool
68,6,0,69,0,0,free,free_pool
68,7,0,69,0,0,free,free_pool
68,8,0,69,0,0,free,free_pool
68,9,0,69,0,0,free,free_pool
68,10,0,69,0,0,free,free_pool
68,11,0,69,0,0,free,free_pool
68,12,0,69,0,0,free,free_pool
68,13,0,69,0,0,free,free_pool
68,14,0,69,0,0,free,free_pool
68,15,0,69,0,0,free,free_pool
68,16,0,69,0,0,free,free_pool
68,17,0,69,0,0,free,free_pool
68,18,0,69,0,0,free,free_pool
68,19,1,69,0,1,free,free_pool
68,20,0,69,0,0,free,free_pool
68,21,0,69,0,0,free,free_pool
68,22,0,69,0,0,free,free_pool
68,23,0,69,0,0,free,free_pool
68,24,0,69,0,0,free,free_pool
68,25,0,69,0,0,free,free_pool
68,26,0,69,0,0,free,free_pool
68,27,0,69,0,0,free,free_pool
68,28,0,69,0,0,free,free_pool
68,29,0,69,0,0,free,free_pool
68,30,0,69,0,0,free,free_pool
68,31,0,69,0,0,free,free_pool
69,0,0,70,0,0,free,free_pool
69,1,0,70,0,0,free,free_pool
69,2,0,70,0,0,free,free_pool
69,3,0,70,0,0,free,free_pool
69,4,0,70,0,0,free,free_pool
69,5,0,70,0,0,free,free_pool
69,6,0,70,0,0,free,free_pool
69,7,0,70,0,0,free,free_pool
69,8,0,70,0,0,free,free_pool
69,9,0,70,0,0,free,free_pool
69,10,0,70,0,0,free,free_pool
69,11,0,70,0,0,free,free_pool
69,12,0,70,0,0,free,free_pool
69,13,0,70,0,0,free,free_pool
69,14,0,70,0,0,free,free_pool
69,15,0,70,0,0,free,free_pool
69,16,0,70,0,0,free,free_pool
69,17,0,70,0,0,free,free_pool
69,18,1,70,0,1,free,free_pool
69,19,0,70,0,0,free,free_pool
69,20,0,70,0,0,free,free_pool
69,21,0,70,0,0,free,free_pool
69,22,0,70,0,0,free,free_pool
69,23,0,70,0,0,free,free_pool
69,24,0,70,0,0,free,free_pool
69,25,0,70,0,0,free,free_pool
69,26,0,70,0,0,free,free_pool
69,27,0,70,0,0,free,free_pool
69,28,0,70,0,0,free,free_pool
69,29,0,70,0,0,free,free_pool
69,30,0,70,0,0,free,free_pool
69,31,0,70,0,0,free,free_pool
70,0,0,71,0,0,free,free_pool
70,1,0,71,0,0,free,free_pool
70,2,0,71,0,0,free,free_pool
70,3,0,71,0,0,free,free_pool
70,4,0,71,0,0,free,free_pool
70,5,0,71,0,0,free,free_pool
70,6,0,71,0,0,free,free_pool
70,7,0,71,0,0,free,free_pool
70,8,0,71,0,0,free,free_pool
70,9,0,71,0,0,free,free_pool
70,10,0,71,0,0,free,free_pool
70,11,0,71,0,0,free,free_pool
70,12,0,71,0,0,free,free_pool
70,13,0,71,0,0,free,free_pool
70,14,0,71,0,0,free,free_pool
70,15,0,71,0,0,free,free_pool
70,16,0,71,0,0,free,free_pool
70,17,1,71,0,1,free,free_pool
70,18,0,71,0,0,free,free_pool
70,19,0,71,0,0,free,free_pool
70,20,0,71,0,0,free,free_pool
70,21,0,71,0,0,free,free_pool
70,22,0,71,0,0,free,free_pool
70,23,0,71,0,0,free,free_pool
70,24,0,71,0,0,free,free_pool
70,25,0,71,0,0,free,free_pool
70,26,0,71,0,0,free,free_pool
70,27,0,71,0,0,free,free_pool
70,28,0,71,0,0,free,free_pool
70,29,0,71,0,0,free,free_pool
70,30,0,71,0,0,free,free_pool
70,31,0,71,0,0,free,free_pool
71,0,0,72,0,0,free,free_pool
71,1,0,72,0,0,free,free_pool
71,2,0,72,0,0,free,free_pool
71,3,0,72,0,0,free,free_pool
71,4,0,72,0,0,free,free_pool
71,5,0,72,0,0,free,free_pool
71,6,0,72,0,0,free,free_pool
71,7,0,72,0,0,free,free_pool
71,8,0,72,0,0,free,free_pool
71,9,0,72,0,0,free,free_pool
71,10,0,72,0,0,free,free_pool
71,11,0,72,0,0,free,free_pool
71,12,0,72,0,0,free,free_pool
71,13,0,72,0,0,free,free_pool
71,14,0,72,0,0,free,free_pool
71,15,0,72,0,0,free,free_pool
71,16,1,72,0,1,free,free_pool
71,17,0,72,0,0,free,free_pool
71,18,0,72,0,0,free,free_pool
71,19,0,72,0,0,free,free_pool
71,20,0,72,0,0,free,free_pool
71,21,0,72,0,0,free,free_pool
71,22,0,72,0,0,free,free_pool
71,23,0,72,0,0,free,free_pool
71,24,0,72,0,0,free,free_pool
71,25,0,72,0,0,free,free_pool
71,26,0,72,0,0,free,free_pool
71,27,0,72,0,0,free,free_pool
71,28,0,72,0,0,free,free_pool
71,29,0,72,0,0,free,free_pool
71,30,0,72,0,0,free,free_pool
71,31,0,72,0,0,free,free_pool
72,0,0,73,0,0,free,free_pool
72,1,0,73,0,0,free,free_pool
72,2,0,73,0,0,free,free_pool
72,3,0,73,0,0,free,free_pool
72,4,0,73,0,0,free,free_pool
72,5,0,73,0,0,free,free_pool
72,6,0,73,0,0,free,free_pool
72,7,0,73,0,0,free,free_pool
72,8,0,73,0,0,free,free_pool
72,9,0,73,0,0,free,free_pool
72,10,0,73,0,0,free,free_pool
72,11,0,73,0,0,free,free_pool
72,12,0,73,0,0,free,free_pool
72,13,0,73,0,0,free,free_pool
72,14,0,73,0,0,free,free_pool
72,15,1,73,0,1,free,free_pool
72,16,0,73,0,0,free,free_pool
72,17,0,73,0,0,free,free_pool
72,18,0,73,0,0,free,free_pool
72,19,0,73,0,0,free,free_pool
72,20,0,73,0,0,free,free_pool
72,21,0,73,0,0,free,free_pool
72,22,0,73,0,0,free,free_pool
72,23,0,73,0,0,free,free_pool
72,24,0,73,0,0,free,free_pool
72,25,0,73,0,0,free,free_pool
72,26,0,73,0,0,free,free_pool
72,27,0,73,0,0,free,free_pool
72,28,0,73,0,0,free,free_pool
72,29,0,73,0,0,free,free_pool
72,30,0,73,0,0,free,free_pool
72,31,0,73,0,0,free,free_pool
73,0,0,74,0,0,free,free_pool
73,1,0,74,0,0,free,free_pool
73,2,0,74,0,0,free,free_pool
73,3,0,74,0,0,free,free_pool
73,4,0,74,0,0,free,free_pool
73,5,0,74,0,0,free,free_pool
73,6,0,74,0,0,free,free_pool
73,7,0,74,0,0,free,free_pool
73,8,0,74,0,0,free,free_pool
73,9,0,74,0,0,free,free_pool
73,10,0,74,0,0,free,free_pool
73,11,0,74,0,0,free,free_pool
73,12,0,74,0,0,free,free_pool
73,13,0,74,0,0,free,free_pool
73,14,1,74,0,1,free,free_pool
73,15,0,74,0,0,free,free_pool
73,16,0,74,0,0,free,free_pool
73,17,0,74,0,0,free,free_pool
73,18,0,74,0,0,free,free_pool
73,19,0,74,0,0,free,free_pool
73,20,0,74,0,0,free,free_pool
73,21,0,74,0,0,free,free_pool
73,22,0,74,0,0,free,free_pool
73,23,0,74,0,0,free,free_pool
73,24,0,74,0,0,free,free_pool
73,25,0,74,0,0,free,free_pool
73,26,0,74,0,0,free,free_pool
73,27,0,74,0,0,free,free_pool
73,28,0,74,0,0,free,free_pool
73,29,0,74,0,0,free,free_pool
73,30,0,74,0,0,free,free_pool
73,31,0,74,0,0,free,free_pool
74,0,0,75,0,0,free,free_pool
74,1,0,75,0,0,free,free_pool
74,2,0,75,0,0,free,free_pool
74,3,0,75,0,0,free,free_pool
74,4,0,75,0,0,free,free_pool
74,5,0,75,0,0,free,free_pool
74,6,0,75,0,0,free,free_pool
74,7,0,75,0,0,free,free_pool
74,8,0,75,0,0,free,free_pool
74,9,0,75,0,0,free,free_pool
74,10,0,75,0,0,free,free_pool
74,11,0,75,0,0,free,free_pool
74,12,0,75,0,0,free,free_pool
74,13,1,75,0,1,free,free_pool
74,14,0,75,0,0,free,free_pool
74,15,0,75,0,0,free,free_pool
74,16,0,75,0,0,free,free_pool
74,17,0,75,0,0,free,free_pool
74,18,0,75,0,0,free,free_pool
74,19,0,75,0,0,free,free_pool
74,20,0,75,0,0,free,free_pool
74,21,0,75,0,0,free,free_pool
74,22,0,75,0,0,free,free_pool
74,23,0,75,0,0,free,free_pool
74,24,0,75,0,0,free,free_pool
74,25,0,75,0,0,free,free_pool
74,26,0,75,0,0,free,free_pool
74,27,0,75,0,0,free,free_pool
74,28,0,75,0,0,free,free_pool
74,29,0,75,0,0,free,free_pool
74,30,0,75,0,0,free,free_pool
74,31,0,75,0,0,free,free_pool
75,0,0,76,0,0,free,free_pool
75,1,0,76,0,0,free,free_pool
75,2,0,76,0,0,free,free_pool
75,3,0,76,0,0,free,free_pool
75,4,0,76,0,0,free,free_pool
75,5,0,76,0,0,free,free_pool
75,6,0,76,0,0,free,free_pool
75,7,0,76,0,0,free,free_pool
75,8,0,76,0,0,free,free_pool
75,9,0,76,0,0,free,free_pool
75,10,0,76,0,0,free,free_pool
75,11,0,76,0,0,free,free_pool
75,12,1,76,0,1,free,free_pool
75,13,0,76,0,0,free,free_pool
75,14,0,76,0,0,free,free_pool
75,15,0,76,0,0,free,free_pool
75,16,0,76,0,0,free,free_pool
75,17,0,76,0,0,free,free_pool
75,18,0,76,0,0,free,free_pool
75,19,0,76,0,0,free,free_pool
75,20,0,76,0,0,free,free_pool
75,21,0,76,0,0,free,free_pool
75,22,0,76,0,0,free,free_pool
75,23,0,76,0,0,free,free_pool
75,24,0,76,0,0,free,free_pool
75,25,0,76,0,0,free,free_pool
75,26,0,76,0,0,free,free_pool
75,27,0,76,0,0,free,free_pool
75,28,0,76,0,0,free,free_pool
75,29,0,76,0,0,free,free_pool
75,30,0,76,0,0,free,free_pool
75,31,0,76,0,0,free,free_pool
76,0,0,77,0,0,free,free_pool
76,1,0,77,0,0,free,free_pool
76,2,0,77,0,0,free,free_pool
76,3,0,77,0,0,free,free_pool
76,4,0,77,0,0,free,free_pool
76,5,0,77,0,0,free,free_pool
76,6,0,77,0,0,free,free_pool
76,7,0,77,0,0,free,free_pool
76,8,0,77,0,0,free,free_pool
76,9,0,77,0,0,free,free_pool
76,10,0,77,0,0,free,free_pool
76,11,1,77,0,1,free,free_pool
76,12,0,77,0,0,free,free_pool
76,13,0,77,0,0,free,free_pool
76,14,0,77,0,0,free,free_pool
76,15,0,77,0,0,free,free_pool
76,16,0,77,0,0,free,free_pool
76,17,0,77,0,0,free,free_pool
76,18,0,77,0,0,free,free_pool
76,19,0,77,0,0,free,free_pool
76,20,0,77,0,0,free,free_pool
76,21,0,77,0,0,free,free_pool
76,22,0,77,0,0,free,free_pool
76,23,0,77,0,0,free,free_pool
76,24,0,77,0,0,free,free_pool
76,25,0,77,0,0,free,free_pool
76,26,0,77,0,0,free,free_pool
76,27,0,77,0,0,free,free_pool
76,28,0,77,0,0,free,free_pool
76,29,0,77,0,0,free,free_pool
76,30,0,77,0,0,free,free_pool
76,31,0,77,0,0,free,free_pool
77,0,0,78,0,0,free,free_pool
77,1,0,78,0,0,free,free_pool
77,2,0,78,0,0,free,free_pool
77,3,0,78,0,0,free,free_pool
77,4,0,78,0,0,free,free_pool
77,5,0,78,0,0,free,free_pool
77,6,0,78,0,0,free,free_pool
77,7,0,78,0,0,free,free_pool
77,8,0,78,0,0,free,free_pool
77,9,0,78,0,0,free,free_pool
77,10,1,78,0,1,free,free_pool
77,11,0,78,0,0,free,free_pool
77,12,0,78,0,0,free,free_pool
77,13,0,78,0,0,free,free_pool
77,14,0,78,0,0,free,free_pool
77,15,0,78,0,0,free,free_pool
77,16,0,78,0,0,free,free_pool
77,17,0,78,0,0,free,free_pool
77,18,0,78,0,0,free,free_pool
77,19,0,78,0,0,free,free_pool
77,20,0,78,0,0,free,free_pool
77,21,0,78,0,0,free,free_pool
77,22,0,78,0,0,free,free_pool
77,23,0,78,0,0,free,free_pool
77,24,0,78,0,0,free,free_pool
77,25,0,78,0,0,free,free_pool
77,26,0,78,0,0,free,free_pool
77,27,0,78,0,0,free,free_pool
77,28,0,78,0,0,free,free_pool
77,29,0,78,0,0,free,free_pool
77,30,0,78,0,0,free,free_pool
77,31,0,78,0,0,free,free_pool
78,0,0,79,0,0,free,free_pool
78,1,0,79,0,0,free,free_pool
78,2,0,79,0,0,free,free_pool
78,3,0,79,0,0,free,free_pool
78,4,0,79,0,0,free,free_pool
78,5,0,79,0,0,free,free_pool
78,6,0,79,0,0,free,free_pool
78,7,0,79,0,0,free,free_pool
78,8,0,79,0,0,free,free_pool
78,9,1,79,0,1,free,free_pool
78,10,0,79,0,0,free,free_pool
78,11,0,79,0,0,free,free_pool
78,12,0,79,0,0,free,free_pool
78,13,0,79,0,0,free,free_pool
78,14,0,79,0,0,free,free_pool
78,15,0,79,0,0,free,free_pool
78,16,0,79,0,0,free,free_pool
78,17,0,79,0,0,free,free_pool
78,18,0,79,0,0,free,free_pool
78,19,0,79,0,0,free,free_pool
78,20,0,79,0,0,free,free_pool
78,21,0,79,0,0,free,free_pool
78,22,0,79,0,0,free,free_pool
78,23,0,79,0,0,free,free_pool
78,24,0,79,0,0,free,free_pool
78,25,0,79,0,0,free,free_pool
78,26,0,79,0,0,free,free_pool
78,27,0,79,0,0,free,free_pool
78,28,0,79,0,0,free,free_pool
78,29,0,79,0,0,free,free_pool
78,30,0,79,0,0,free,free_pool
78,31,0,79,0,0,free,free_pool
79,0,0,80,0,0,free,free_pool
79,1,0,80,0,0,free,free_pool
79,2,0,80,0,0,free,free_pool
79,3,0,80,0,0,free,free_pool
79,4,0,80,0,0,free,free_pool
79,5,0,80,0,0,free,free_pool
79,6,0,80,0,0,free,free_pool
79,7,0,80,0,0,free,free_pool
79,8,1,80,0,1,free,free_pool
79,9,0,80,0,0,free,free_pool
79,10,0,80,0,0,free,free_pool
79,11,0,80,0,0,free,free_pool
79,12,0,80,0,0,free,free_pool
79,13,0,80,0,0,free,free_pool
79,14,0,80,0,0,free,free_pool
79,15,0,80,0,0,free,free_pool
79,16,0,80,0,0,free,free_pool
79,17,0,80,0,0,free,free_pool
79,18,0,80,0,0,free,free_pool
79,19,0,80,0,0,free,free_pool
79,20,0,80,0,0,free,free_pool
79,21,0,80,0,0,free,free_pool
79,22,0,80,0,0,free,free_pool
79,23,0,80,0,0,free,free_pool
79,24,0,80,0,0,free,free_pool
79,25,0,80,0,0,free,free_pool
79,26,0,80,0,0,free,free_pool
79,27,0,80,0,0,free,free_pool
79,28,0,80,0,0,free,free_pool
79,29,0,80,0,0,free,free_pool
79,30,0,80,0,0,free,free_pool
79,31,0,80,0,0,free,free_pool
80,0,0,81,0,0,free,free_pool
80,1,0,81,0,0,free,free_pool
80,2,0,81,0,0,free,free_pool
80,3,0,81,0,0,free,free_pool
80,4,0,81,0,0,free,free_pool
80,5,0,81,0,0,free,free_pool
80,6,0,81,0,0,free,free_pool
80,7,1,81,0,1,free,free_pool
80,8,0,81,0,0,free,free_pool
80,9,0,81,0,0,free,free_pool
80,10,0,81,0,0,free,free_pool
80,11,0,81,0,0,free,free_pool
80,12,0,81,0,0,free,free_pool
80,13,0,81,0,0,free,free_pool
80,14,0,81,0,0,free,free_pool
80,15,0,81,0,0,free,free_pool
80,16,0,81,0,0,free,free_pool
80,17,0,81,0,0,free,free_pool
80,18,0,81,0,0,free,free_pool
80,19,0,81,0,0,free,free_pool
80,20,0,81,0,0,free,free_pool
80,21,0,81,0,0,free,free_pool
80,22,0,81,0,0,free,free_pool
80,23,0,81,0,0,free,free_pool
80,24,0,81,0,0,free,free_pool
80,25,0,81,0,0,free,free_pool
80,26,0,81,0,0,free,free_pool
80,27,0,81,0,0,free,free_pool
80,28,0,81,0,0,free,free_pool
80,29,0,81,0,0,free,free_pool
80,30,0,81,0,0,free,free_pool
80,31,0,81,0,0,free,free_pool
81,0,0,82,0,0,free,free_pool
81,1,0,82,0,0,free,free_pool
81,2,0,82,0,0,free,free_pool
81,3,0,82,0,0,free,free_pool
81,4,0,82,0,0,free,free_pool
81,5,0,82,0,0,free,free_pool
81,6,1,82,0,1,free,free_pool
81,7,0,82,0,0,free,free_pool
81,8,0,82,0,0,free,free_pool
81,9,0,82,0,0,free,free_pool
81,10,0,82,0,0,free,free_pool
81,11,0,82,0,0,free,free_pool
81,12,0,82,0,0,free,free_pool
81,13,0,82,0,0,free,free_pool
81,14,0,82,0,0,free,free_pool
81,15,0,82,0,0,free,free_pool
81,16,0,82,0,0,free,free_pool
81,17,0,82,0,0,free,free_pool
81,18,0,82,0,0,free,free_pool
81,19,0,82,0,0,free,free_pool
81,20,0,82,0,0,free,free_pool
81,21,0,82,0,0,free,free_pool
81,22,0,82,0,0,free,free_pool
81,23,0,82,0,0,free,free_pool
81,24,0,82,0,0,free,free_pool
81,25,0,82,0,0,free,free_pool
81,26,0,82,0,0,free,free_pool
81,27,0,82,0,0,free,free_pool
81,28,0,82,0,0,free,free_pool
81,29,0,82,0,0,free,free_pool
81,30,0,82,0,0,free,free_pool
81,31,0,82,0,0,free,free_pool
82,0,0,83,0,0,free,free_pool
82,1,0,83,0,0,free,free_pool
82,2,0,83,0,0,free,free_pool
82,3,0,83,0,0,free,free_pool
82,4,0,83,0,0,free,free_pool
82,5,1,83,0,1,free,free_pool
82,6,0,83,0,0,free,free_pool
82,7,0,83,0,0,free,free_pool
82,8,0,83,0,0,free,free_pool
82,9,0,83,0,0,free,free_pool
82,10,0,83,0,0,free,free_pool
82,11,0,83,0,0,free,free_pool
82,12,0,83,0,0,free,free_pool
82,13,0,83,0,0,free,free_pool
82,14,0,83,0,0,free,free_pool
82,15,0,83,0,0,free,free_pool
82,16,0,83,0,0,free,free_pool
82,17,0,83,0,0,free,free_pool
82,18,0,83,0,0,free,free_pool
82,19,0,83,0,0,free,free_pool
82,20,0,83,0,0,free,free_pool
82,21,0,83,0,0,free,free_pool
82,22,0,83,0,0,free,free_pool
82,23,0,83,0,0,free,free_pool
82,24,0,83,0,0,free,free_pool
82,25,0,83,0,0,free,free_pool
82,26,0,83,0,0,free,free_pool
82,27,0,83,0,0,free,free_pool
82,28,0,83,0,0,free,free_pool
82,29,0,83,0,0,free,free_pool
82,30,0,83,0,0,free,free_pool
82,31,0,83,0,0,free,free_pool
83,0,0,84,0,0,free,free_pool
83,1,0,84,0,0,free,free_pool
83,2,0,84,0,0,free,free_pool
83,3,0,84,0,0,free,free_pool
83,4,1,84,0,1,free,free_pool
83,5,0,84,0,0,free,free_pool
83,6,0,84,0,0,free,free_pool
83,7,0,84,0,0,free,free_pool
83,8,0,84,0,0,free,free_pool
83,9,0,84,0,0,free,free_pool
83,10,0,84,0,0,free,free_pool
83,11,0,84,0,0,free,free_pool
83,12,0,84,0,0,free,free_pool
83,13,0,84,0,0,free,free_pool
83,14,0,84,0,0,free,free_pool
83,15,0,84,0,0,free,free_pool
83,16,0,84,0,0,free,free_pool
83,17,0,84,0,0,free,free_pool
83,18,0,84,0,0,free,free_pool
83,19,0,84,0,0,free,free_pool
83,20,0,84,0,0,free,free_pool
83,21,0,84,0,0,free,free_pool
83,22,0,84,0,0,free,free_pool
83,23,0,84,0,0,free,free_pool
83,24,0,84,0,0,free,free_pool
83,25,0,84,0,0,free,free_pool
83,26,0,84,0,0,free,free_pool
83,27,0,84,0,0,free,free_pool
83,28,0,84,0,0,free,free_pool
83,29,0,84,0,0,free,free_pool
83,30,0,84,0,0,free,free_pool
83,31,0,84,0,0,free,free_pool
84,0,0,85,0,0,free,free_pool
84,1,0,85,0,0,free,free_pool
84,2,0,85,0,0,free,free_pool
84,3,1,85,0,1,free,free_pool
84,4,0,85,0,0,free,free_pool
84,5,0,85,0,0,free,free_pool
84,6,0,85,0,0,free,free_pool
84,7,0,85,0,0,free,free_pool
84,8,0,85,0,0,free,free_pool
84,9,0,85,0,0,free,free_pool
84,10,0,85,0,0,free,free_pool
84,11,0,85,0,0,free,free_pool
84,12,0,85,0,0,free,free_pool
84,13,0,85,0,0,free,free_pool
84,14,0,85,0,0,free,free_pool
84,15,0,85,0,0,free,free_pool
84,16,0,85,0,0,free,free_pool
84,17,0,85,0,0,free,free_pool
84,18,0,85,0,0,free,free_pool
84,19,0,85,0,0,free,free_pool
84,20,0,85,0,0,free,free_pool
84,21,0,85,0,0,free,free_pool
84,22,0,85,0,0,free,free_pool
84,23,0,85,0,0,free,free_pool
84,24,0,85,0,0,free,free_pool
84,25,0,85,0,0,free,free_pool
84,26,0,85,0,0,free,free_pool
84,27,0,85,0,0,free,free_pool
84,28,0,85,0,0,free,free_pool
84,29,0,85,0,0,free,free_pool
84,30,0,85,0,0,free,free_pool
84,31,0,85,0,0,free,free_pool
85,0,0,86,0,0,free,free_pool
85,1,0,86,0,0,free,free_pool
85,2,1,86,0,1,free,free_pool
85,3,0,86,0,0,free,free_pool
85,4,0,86,0,0,free,free_pool
85,5,0,86,0,0,free,free_pool
85,6,0,86,0,0,free,free_pool
85,7,0,86,0,0,free,free_pool
85,8,0,86,0,0,free,free_pool
85,9,0,86,0,0,free,free_pool
85,10,0,86,0,0,free,free_pool
85,11,0,86,0,0,free,free_pool
85,12,0,86,0,0,free,free_pool
85,13,0,86,0,0,free,free_pool
85,14,0,86,0,0,free,free_pool
85,15,0,86,0,0,free,free_pool
85,16,0,86,0,0,free,free_pool
85,17,0,86,0,0,free,free_pool
85,18,0,86,0,0,free,free_pool
85,19,0,86,0,0,free,free_pool
85,20,0,86,0,0,free,free_pool
85,21,0,86,0,0,free,free_pool
85,22,0,86,0,0,free,free_pool
85,23,0,86,0,0,free,free_pool
85,24,0,86,0,0,free,free_pool
85,25,0,86,0,0,free,free_pool
85,26,0,86,0,0,free,free_pool
85,27,0,86,0,0,free,free_pool
85,28,0,86,0,0,free,free_pool
85,29,0,86,0,0,free,free_pool
85,30,0,86,0,0,free,free_pool
85,31,1,86,0,1,free,free_pool
86,0,0,87,0,0,free,free_pool
86,1,1,87,0,1,free,free_pool
86,2,0,87,0,0,free,free_pool
86,3,0,87,0,0,free,free_pool
86,4,0,87,0,0,free,free_pool
86,5,0,87,0,0,free,free_pool
86,6,0,87,0,0,free,free_pool
86,7,0,87,0,0,free,free_pool
86,8,0,87,0,0,free,free_pool
86,9,0,87,0,0,free,free_pool
86,10,0,87,0,0,free,free_pool
86,11,0,87,0,0,free,free_pool
86,12,0,87,0,0,free,free_pool
86,13,0,87,0,0,free,free_pool
86,14,0,87,0,0,free,free_pool
86,15,0,87,0,0,free,free_pool
86,16,0,87,0,0,free,free_pool
86,17,0,87,0,0,free,free_pool
86,18,0,87,0,0,free,free_pool
86,19,0,87,0,0,free,free_pool
86,20,0,87,0,0,free,free_pool
86,21,0,87,0,0,free,free_pool
86,22,0,87,0,0,free,free_pool
86,23,0,87,0,0,free,free_pool
86,24,0,87,0,0,free,free_pool
86,25,0,87,0,0,free,free_pool
86,26,0,87,0,0,free,free_pool
86,27,0,87,0,0,free,free_pool
86,28,0,87,0,0,free,free_pool
86,29,0,87,0,0,free,free_pool
86,30,1,87,0,1,free,free_pool
86,31,0,87,0,0,free,free_pool
87,0,1,88,0,1,free,free_pool
87,1,0,88,0,0,free,free_pool
87,2,0,88,0,0,free,free_pool
87,3,0,88,0,0,free,free_pool
87,4,0,88,0,0,free,free_pool
87,5,0,88,0,0,free,free_pool
87,6,0,88,0,0,free,free_pool
87,7,0,88,0,0,free,free_pool
87,8,0,88,0,0,free,free_pool
87,9,0,88,0,0,free,free_pool
87,10,0,88,0,0,free,free_pool
87,11,0,88,0,0,free,free_pool
87,12,0,88,0,0,free,free_pool
87,13,0,88,0,0,free,free_pool
87,14,0,88,0,0,free,free_pool
87,15,0,88,0,0,free,free_pool
87,16,0,88,0,0,free,free_pool
87,17,0,88,0,0,free,free_pool
87,18,0,88,0,0,free,free_pool
87,19,0,88,0,0,free,free_pool
87,20,0,88,0,0,free,free_pool
87,21,0,88,0,0,free,free_pool
87,22,0,88,0,0,free,free_pool
87,23,0,88,0,0,free,free_pool
87,24,0,88,0,0,free,free_pool
87,25,0,88,0,0,free,free_pool
87,26,0,88,0,0,free,free_pool
87,27,0,88,0,0,free,free_pool
87,28,0,88,0,0,free,free_pool
87,29,1,88,0,1,free,free_pool
87,30,0,88,0,0,free,free_pool
87,31,0,88,0,0,free,free_pool
88,0,0,89,0,0,free,free_pool
88,1,0,89,0,0,free,free_pool
88,2,0,89,0,0,free,free_pool
88,3,0,89,0,0,free,free_pool
88,4,0,89,0,0,free,free_pool
88,5,0,89,0,0,free,free_pool
88,6,0,89,0,0,free,free_pool
88,7,0,89,0,0,free,free_pool
88,8,0,89,0,0,free,free_pool
88,9,0,89,0,0,free,free_pool
88,10,0,89,0,0,free,free_pool
88,11,0,89,0,0,free,free_pool
88,12,0,89,0,0,free,free_pool
88,13,0,89,0,0,free,free_pool
88,14,0,89,0,0,free,free_pool
