tick,node,drive,phase_tick,coherence,energy,phase,pathway
20,23,0,21,0,0,free,free_pool
20,24,0,21,0,0,free,free_pool
20,25,0,21,0,0,free,free_pool
20,26,0,21,0,0,free,free_pool
20,27,0,21,0,0,free,free_pool
20,28,0,21,0,0,free,free_pool
20,29,0,21,0,0,free,free_pool
20,30,0,21,0,0,free,free_pool
20,31,0,21,0,0,free,free_pool
21,0,0,22,0,0,free,free_pool
21,1,0,22,0,0,free,free_pool
21,2,0,22,0,0,free,free_pool
21,3,0,22,0,0,free,free_pool
21,4,0,22,0,0,free,free_pool
21,5,0,22,0,0,free,free_pool
21,6,0,22,0,0,free,free_pool
21,7,0,22,0,0,free,free_pool
21,8,1,22,3,1,formation,depression_consumption
21,9,0,22,1,1,formation,depression_consumption
21,10,0,22,0,1,free,free_pool
21,11,0,22,0,0,free,free_pool
21,12,0,22,0,0,free,free_pool
21,13,0,22,0,0,free,free_pool
21,14,0,22,0,0,free,free_pool
21,15,0,22,0,0,free,free_pool
21,16,0,22,0,0,free,free_pool
21,17,0,22,0,0,free,free_pool
21,18,0,22,0,0,free,free_pool
21,19,0,22,0,0,free,free_pool
21,20,0,22,0,0,free,free_pool
21,21,0,22,0,0,free,free_pool
21,22,0,22,0,0,free,free_pool
21,23,0,22,0,0,free,free_pool
21,24,0,22,0,0,free,free_pool
21,25,0,22,0,0,free,free_pool
21,26,0,22,0,0,free,free_pool
21,27,0,22,0,0,free,free_pool
21,28,0,22,0,0,free,free_pool
21,29,0,22,0,0,free,free_pool
21,30,0,22,0,0,free,free_pool
21,31,0,22,0,0,free,free_pool
22,0,0,23,0,0,free,free_pool
22,1,0,23,0,0,free,free_pool
22,2,0,23,0,0,free,free_pool
22,3,0,23,0,0,free,free_pool
22,4,0,23,0,0,free,free_pool
22,5,0,23,0,0,free,free_pool
22,6,0,23,0,0,free,free_pool
22,7,1,23,3,1,formation,depression_consumption
22,8,0,23,1,1,formation,depression_consumption
22,9,0,23,0,1,free,free_pool
22,10,0,23,0,0,free,free_pool
22,11,0,23,0,0,free,free_pool
22,12,0,23,0,0,free,free_pool
22,13,0,23,0,0,free,free_pool
22,14,0,23,0,0,free,free_pool
22,15,0,23,0,0,free,free_pool
