tick,node,drive,phase_tick,coherence,energy,phase
30,4,0,31,0,0,free
30,5,0,31,0,0,free
30,6,0,31,0,0,free
30,7,0,31,0,0,free
30,8,0,31,0,0,free
30,9,0,31,0,0,free
30,10,0,31,0,0,free
30,11,0,31,0,0,free
30,12,0,31,0,0,free
30,13,0,31,0,0,free
30,14,0,31,0,0,free
30,15,0,31,0,0,free
30,16,0,31,0,0,free
30,17,0,31,0,0,free
30,18,0,31,0,0,free
30,19,0,31,0,0,free
30,20,0,31,0,0,free
30,21,0,31,0,0,free
30,22,0,31,0,0,free
30,23,0,31,0,0,free
30,24,0,31,0,0,free
30,25,0,31,0,0,free
30,26,0,31,0,0,free
30,27,0,31,0,0,free
30,28,1,31,0,1,free
30,29,0,31,0,0,free
30,30,0,31,0,0,free
30,31,0,31,0,0,free
31,0,0,32,0,0,free
31,1,0,32,0,0,free
31,2,0,32,0,0,free
31,3,0,32,0,0,free
31,4,0,32,0,0,free
31,5,0,32,0,0,free
31,6,0,32,0,0,free
31,7,0,32,0,0,free
31,8,0,32,0,0,free
31,9,0,32,0,0,free
31,10,0,32,0,0,free
31,11,0,32,0,0,free
31,12,0,32,0,0,free
31,13,0,32,0,0,free
31,14,0,32,0,0,free
31,15,0,32,0,0,free
31,16,0,32,0,0,free
31,17,0,32,0,0,free
31,18,0,32,0,0,free
31,19,0,32,0,0,free
31,20,0,32,0,0,free
31,21,0,32,0,0,free
31,22,0,32,0,0,free
31,23,0,32,0,0,free
31,24,0,32,0,0,free
31,25,0,32,0,0,free
31,26,0,32,0,0,free
31,27,1,32,0,1,free
31,28,0,32,0,0,free
31,29,0,32,0,0,free
31,30,0,32,0,0,free
31,31,0,32,0,0,free
32,0,0,33,0,0,free
32,1,0,33,0,0,free
32,2,0,33,0,0,free
32,3,0,33,0,0,free
32,4,0,33,0,0,free
32,5,0,33,0,0,free
32,6,0,33,0,0,free
32,7,0,33,0,0,free
32,8,0,33,0,0,free
32,9,0,33,0,0,free
32,10,0,33,0,0,free
32,11,0,33,0,0,free
32,12,0,33,0,0,free
32,13,0,33,0,0,free
32,14,0,33,0,0,free
32,15,0,33,0,0,free
32,16,0,33,0,0,free
32,17,0,33,0,0,free
32,18,0,33,0,0,free
32,19,0,33,0,0,free
32,20,0,33,0,0,free
32,21,0,33,0,0,free
32,22,0,33,0,0,free
32,23,0,33,0,0,free
32,24,0,33,0,0,free
32,25,0,33,0,0,free
32,26,1,33,0,1,free
32,27,0,33,0,0,free
32,28,0,33,0,0,free
32,29,0,33,0,0,free
32,30,0,33,0,0,free
32,31,0,33,0,0,free
33,0,0,34,0,0,free
33,1,0,34,0,0,free
33,2,0,34,0,0,free
33,3,0,34,0,0,free
33,4,0,34,0,0,free
33,5,0,34,0,0,free
33,6,0,34,0,0,free
33,7,0,34,0,0,free
33,8,0,34,0,0,free
33,9,0,34,0,0,free
33,10,0,34,0,0,free
33,11,0,34,0,0,free
33,12,0,34,0,0,free
33,13,0,34,0,0,free
33,14,0,34,0,0,free
33,15,0,34,0,0,free
33,16,0,34,0,0,free
33,17,0,34,0,0,free
33,18,0,34,0,0,free
33,19,0,34,0,0,free
33,20,0,34,0,0,free
33,21,0,34,0,0,free
33,22,0,34,0,0,free
33,23,0,34,0,0,free
33,24,0,34,0,0,free
33,25,1,34,0,1,free
33,26,0,34,0,0,free
33,27,0,34,0,0,free
33,28,0,34,0,0,free
33,29,0,34,0,0,free
33,30,0,34,0,0,free
33,31,0,34,0,0,free
34,0,0,35,0,0,free
34,1,0,35,0,0,free
34,2,0,35,0,0,free
34,3,0,35,0,0,free
34,4,0,35,0,0,free
34,5,0,35,0,0,free
34,6,0,35,0,0,free
34,7,0,35,0,0,free
34,8,0,35,0,0,free
34,9,0,35,0,0,free
34,10,0,35,0,0,free
34,11,0,35,0,0,free
34,12,0,35,0,0,free
34,13,0,35,0,0,free
34,14,0,35,0,0,free
34,15,0,35,0,0,free
34,16,0,35,0,0,free
34,17,0,35,0,0,free
34,18,0,35,0,0,free
34,19,0,35,0,0,free
34,20,0,35,0,0,free
34,21,0,35,0,0,free
34,22,0,35,0,0,free
34,23,0,35,0,0,free
34,24,1,35,0,1,free
34,25,0,35,0,0,free
34,26,0,35,0,0,free
34,27,0,35,0,0,free
34,28,0,35,0,0,free
34,29,0,35,0,0,free
34,30,0,35,0,0,free
34,31,0,35,0,0,free
35,0,0,36,0,0,free
35,1,0,36,0,0,free
35,2,0,36,0,0,free
35,3,0,36,0,0,free
35,4,0,36,0,0,free
35,5,0,36,0,0,free
35,6,0,36,0,0,free
35,7,0,36,0,0,free
35,8,0,36,0,0,free
35,9,0,36,0,0,free
35,10,0,36,0,0,free
35,11,0,36,0,0,free
35,12,0,36,0,0,free
35,13,0,36,0,0,free
35,14,0,36,0,0,free
35,15,0,36,0,0,free
35,16,0,36,0,0,free
35,17,0,36,0,0,free
35,18,0,36,0,0,free
35,19,0,36,0,0,free
35,20,0,36,0,0,free
35,21,0,36,0,0,free
35,22,0,36,0,0,free
35,23,1,36,0,1,free
35,24,0,36,0,0,free
35,25,0,36,0,0,free
35,26,0,36,0,0,free
35,27,0,36,0,0,free
35,28,0,36,0,0,free
35,29,0,36,0,0,free
35,30,0,36,0,0,free
35,31,0,36,0,0,free
36,0,0,37,0,0,free
36,1,0,37,0,0,free
36,2,0,37,0,0,free
36,3,0,37,0,0,free
36,4,0,37,0,0,free
36,5,0,37,0,0,free
36,6,0,37,0,0,free
36,7,0,37,0,0,free
36,8,0,37,0,0,free
36,9,0,37,0,0,free
36,10,0,37,0,0,free
36,11,0,37,0,0,free
36,12,0,37,0,0,free
36,13,0,37,0,0,free
36,14,0,37,0,0,free
36,15,0,37,0,0,free
36,16,0,37,0,0,free
36,17,0,37,0,0,free
36,18,0,37,0,0,free
36,19,0,37,0,0,free
36,20,0,37,0,0,free
36,21,0,37,0,0,free
36,22,1,37,0,1,free
36,23,0,37,0,0,free
36,24,0,37,0,0,free
36,25,0,37,0,0,free
36,26,0,37,0,0,free
36,27,0,37,0,0,free
36,28,0,37,0,0,free
36,29,0,37,0,0,free
36,30,0,37,0,0,free
36,31,0,37,0,0,free
37,0,0,38,0,0,free
37,1,0,38,0,0,free
37,2,0,38,0,0,free
37,3,0,38,0,0,free
37,4,0,38,0,0,free
37,5,0,38,0,0,free
37,6,0,38,0,0,free
37,7,0,38,0,0,free
37,8,0,38,0,0,free
37,9,0,38,0,0,free
37,10,0,38,0,0,free
37,11,0,38,0,0,free
37,12,0,38,0,0,free
37,13,0,38,0,0,free
37,14,0,38,0,0,free
37,15,0,38,0,0,free
37,16,0,38,0,0,free
37,17,0,38,0,0,free
37,18,0,38,0,0,free
37,19,0,38,0,0,free
37,20,0,38,0,0,free
37,21,1,38,0,1,free
37,22,0,38,0,0,free
37,23,0,38,0,0,free
37,24,0,38,0,0,free
37,25,0,38,0,0,free
37,26,0,38,0,0,free
37,27,0,38,0,0,free
37,28,0,38,0,0,free
37,29,0,38,0,0,free
37,30,0,38,0,0,free
37,31,0,38,0,0,free
38,0,0,39,0,0,free
38,1,0,39,0,0,free
38,2,0,39,0,0,free
38,3,0,39,0,0,free
38,4,0,39,0,0,free
38,5,0,39,0,0,free
38,6,0,39,0,0,free
38,7,0,39,0,0,free
38,8,0,39,0,0,free
38,9,0,39,0,0,free
38,10,0,39,0,0,free
38,11,0,39,0,0,free
38,12,0,39,0,0,free
38,13,0,39,0,0,free
38,14,0,39,0,0,free
38,15,0,39,0,0,free
38,16,0,39,0,0,free
38,17,0,39,0,0,free
38,18,0,39,0,0,free
38,19,0,39,0,0,free
38,20,1,39,0,1,free
38,21,0,39,0,0,free
38,22,0,39,0,0,free
38,23,0,39,0,0,free
38,24,0,39,0,0,free
38,25,0,39,0,0,free
38,26,0,39,0,0,free
38,27,0,39,0,0,free
38,28,0,39,0,0,free
38,29,0,39,0,0,free
38,30,0,39,0,0,free
38,31,0,39,0,0,free
39,0,0,40,0,0,free
39,1,0,40,0,0,free
39,2,0,40,0,0,free
39,3,0,40,0,0,free
39,4,0,40,0,0,free
39,5,0,40,0,0,free
39,6,0,40,0,0,free
39,7,0,40,0,0,free
39,8,0,40,0,0,free
39,9,0,40,0,0,free
39,10,0,40,0,0,free
39,11,0,40,0,0,free
39,12,0,40,0,0,free
39,13,0,40,0,0,free
39,14,0,40,0,0,free
39,15,0,40,0,0,free
39,16,0,40,0,0,free
39,17,0,40,0,0,free
39,18,0,40,0,0,free
39,19,1,40,0,1,free
39,20,0,40,0,0,free
39,21,0,40,0,0,free
39,22,0,40,0,0,free
39,23,0,40,0,0,free
39,24,0,40,0,0,free
39,25,0,40,0,0,free
39,26,0,40,0,0,free
39,27,0,40,0,0,free
39,28,0,40,0,0,free
39,29,0,40,0,0,free
39,30,0,40,0,0,free
39,31,0,40,0,0,free
40,0,0,41,0,0,free
40,1,0,41,0,0,free
40,2,0,41,0,0,free
40,3,0,41,0,0,free
40,4,0,41,0,0,free
40,5,0,41,0,0,free
40,6,0,41,0,0,free
40,7,0,41,0,0,free
40,8,0,41,0,0,free
40,9,0,41,0,0,free
40,10,0,41,0,0,free
40,11,0,41,0,0,free
40,12,0,41,0,0,free
40,13,0,41,0,0,free
40,14,0,41,0,0,free
40,15,0,41,0,0,free
40,16,0,41,0,0,free
40,17,0,41,0,0,free
40,18,1,41,0,1,free
40,19,0,41,0,0,free
40,20,0,41,0,0,free
40,21,0,41,0,0,free
40,22,0,41,0,0,free
40,23,0,41,0,0,free
40,24,0,41,0,0,free
40,25,0,41,0,0,free
40,26,0,41,0,0,free
40,27,0,41,0,0,free
40,28,0,41,0,0,free
40,29,0,41,0,0,free
40,30,0,41,0,0,free
40,31,0,41,0,0,free
41,0,0,42,0,0,free
41,1,0,42,0,0,free
41,2,0,42,0,0,free
41,3,0,42,0,0,free
41,4,0,42,0,0,free
41,5,0,42,0,0,free
41,6,0,42,0,0,free
41,7,0,42,0,0,free
41,8,0,42,0,0,free
41,9,0,42,0,0,free
41,10,0,42,0,0,free
41,11,0,42,0,0,free
41,12,0,42,0,0,free
41,13,0,42,0,0,free
41,14,0,42,0,0,free
41,15,0,42,0,0,free
41,16,0,42,0,0,free
41,17,1,42,0,1,free
41,18,0,42,0,0,free
41,19,0,42,0,0,free
41,20,0,42,0,0,free
41,21,0,42,0,0,free
41,22,0,42,0,0,free
41,23,0,42,0,0,free
41,24,0,42,0,0,free
41,25,0,42,0,0,free
41,26,0,42,0,0,free
41,27,0,42,0,0,free
41,28,0,42,0,0,free
41,29,0,42,0,0,free
41,30,0,42,0,0,free
41,31,0,42,0,0,free
42,0,0,43,0,0,free
42,1,0,43,0,0,free
42,2,0,43,0,0,free
42,3,0,43,0,0,free
42,4,0,43,0,0,free
42,5,0,43,0,0,free
42,6,0,43,0,0,free
42,7,0,43,0,0,free
42,8,0,43,0,0,free
42,9,0,43,0,0,free
42,10,0,43,0,0,free
42,11,0,43,0,0,free
42,12,0,43,0,0,free
42,13,0,43,0,0,free
42,14,0,43,0,0,free
42,15,0,43,0,0,free
42,16,1,43,0,1,free
42,17,0,43,0,0,free
42,18,0,43,0,0,free
42,19,0,43,0,0,free
42,20,0,43,0,0,free
42,21,0,43,0,0,free
42,22,0,43,0,0,free
42,23,0,43,0,0,free
42,24,0,43,0,0,free
42,25,0,43,0,0,free
42,26,0,43,0,0,free
42,27,0,43,0,0,free
42,28,0,43,0,0,free
42,29,0,43,0,0,free
42,30,0,43,0,0,free
42,31,0,43,0,0,free
43,0,0,44,0,0,free
43,1,0,44,0,0,free
43,2,0,44,0,0,free
43,3,0,44,0,0,free
43,4,0,44,0,0,free
43,5,0,44,0,0,free
43,6,0,44,0,0,free
43,7,0,44,0,0,free
43,8,0,44,0,0,free
43,9,0,44,0,0,free
43,10,0,44,0,0,free
43,11,0,44,0,0,free
43,12,0,44,0,0,free
43,13,0,44,0,0,free
43,14,0,44,0,0,free
43,15,1,44,0,1,free
43,16,0,44,0,0,free
43,17,0,44,0,0,free
43,18,0,44,0,0,free
43,19,0,44,0,0,free
43,20,0,44,0,0,free
43,21,0,44,0,0,free
43,22,0,44,0,0,free
43,23,0,44,0,0,free
43,24,0,44,0,0,free
43,25,0,44,0,0,free
43,26,0,44,0,0,free
43,27,0,44,0,0,free
43,28,0,44,0,0,free
43,29,0,44,0,0,free
43,30,0,44,0,0,free
43,31,0,44,0,0,free
44,0,0,45,0,0,free
44,1,0,45,0,0,free
44,2,0,45,0,0,free
44,3,0,45,0,0,free
44,4,0,45,0,0,free
44,5,0,45,0,0,free
44,6,0,45,0,0,free
44,7,0,45,0,0,free
44,8,0,45,0,0,free
44,9,0,45,0,0,free
44,10,0,45,0,0,free
44,11,0,45,0,0,free
44,12,0,45,0,0,free
44,13,0,45,0,0,free
44,14,1,45,0,1,free
44,15,0,45,0,0,free
44,16,0,45,0,0,free
44,17,0,45,0,0,free
44,18,0,45,0,0,free
44,19,0,45,0,0,free
44,20,0,45,0,0,free
44,21,0,45,0,0,free
44,22,0,45,0,0,free
44,23,0,45,0,0,free
44,24,0,45,0,0,free
44,25,0,45,0,0,free
44,26,0,45,0,0,free
44,27,0,45,0,0,free
44,28,0,45,0,0,free
44,29,0,45,0,0,free
44,30,0,45,0,0,free
44,31,0,45,0,0,free
45,0,0,46,0,0,free
45,1,0,46,0,0,free
45,2,0,46,0,0,free
45,3,0,46,0,0,free
45,4,0,46,0,0,free
45,5,0,46,0,0,free
45,6,0,46,0,0,free
45,7,0,46,0,0,free
45,8,0,46,0,0,free
45,9,0,46,0,0,free
45,10,0,46,0,0,free
45,11,0,46,0,0,free
45,12,0,46,0,0,free
45,13,1,46,0,1,free
45,14,0,46,0,0,free
45,15,0,46,0,0,free
45,16,0,46,0,0,free
45,17,0,46,0,0,free
45,18,0,46,0,0,free
45,19,0,46,0,0,free
45,20,0,46,0,0,free
45,21,0,46,0,0,free
45,22,0,46,0,0,free
45,23,0,46,0,0,free
45,24,0,46,0,0,free
45,25,0,46,0,0,free
45,26,0,46,0,0,free
45,27,0,46,0,0,free
45,28,0,46,0,0,free
45,29,0,46,0,0,free
45,30,0,46,0,0,free
45,31,0,46,0,0,free
46,0,0,47,0,0,free
46,1,0,47,0,0,free
46,2,0,47,0,0,free
46,3,0,47,0,0,free
46,4,0,47,0,0,free
46,5,0,47,0,0,free
46,6,0,47,0,0,free
46,7,0,47,0,0,free
46,8,0,47,0,0,free
46,9,0,47,0,0,free
46,10,0,47,0,0,free
46,11,0,47,0,0,free
46,12,1,47,0,1,free
46,13,0,47,0,0,free
46,14,0,47,0,0,free
46,15,0,47,0,0,free
46,16,0,47,0,0,free
46,17,0,47,0,0,free
46,18,0,47,0,0,free
46,19,0,47,0,0,free
46,20,0,47,0,0,free
46,21,0,47,0,0,free
46,22,0,47,0,0,free
46,23,0,47,0,0,free
46,24,0,47,0,0,free
46,25,0,47,0,0,free
46,26,0,47,0,0,free
46,27,0,47,0,0,free
46,28,0,47,0,0,free
46,29,0,47,0,0,free
46,30,0,47,0,0,free
46,31,0,47,0,0,free
47,0,0,48,0,0,free
47,1,0,48,0,0,free
47,2,0,48,0,0,free
47,3,0,48,0,0,free
47,4,0,48,0,0,free
47,5,0,48,0,0,free
47,6,0,48,0,0,free
47,7,0,48,0,0,free
47,8,0,48,0,0,free
47,9,0,48,0,0,free
47,10,0,48,0,0,free
47,11,1,48,0,1,free
47,12,0,48,0,0,free
47,13,0,48,0,0,free
47,14,0,48,0,0,free
47,15,0,48,0,0,free
47,16,0,48,0,0,free
47,17,0,48,0,0,free
47,18,0,48,0,0,free
47,19,0,48,0,0,free
47,20,0,48,0,0,free
47,21,0,48,0,0,free
47,22,0,48,0,0,free
47,23,0,48,0,0,free
47,24,0,48,0,0,free
47,25,0,48,0,0,free
47,26,0,48,0,0,free
47,27,0,48,0,0,free
47,28,0,48,0,0,free
47,29,0,48,0,0,free
47,30,0,48,0,0,free
47,31,0,48,0,0,free
48,0,0,49,0,0,free
48,1,0,49,0,0,free
48,2,0,49,0,0,free
48,3,0,49,0,0,free
48,4,0,49,0,0,free
48,5,0,49,0,0,free
48,6,0,49,0,0,free
48,7,0,49,0,0,free
48,8,0,49,0,0,free
48,9,0,49,0,0,free
48,10,1,49,0,1,free
48,11,0,49,0,0,free
48,12,0,49,0,0,free
48,13,0,49,0,0,free
48,14,0,49,0,0,free
48,15,0,49,0,0,free
48,16,0,49,0,0,free
48,17,0,49,0,0,free
48,18,0,49,0,0,free
48,19,0,49,0,0,free
48,20,0,49,0,0,free
48,21,0,49,0,0,free
48,22,0,49,0,0,free
48,23,0,49,0,0,free
48,24,0,49,0,0,free
48,25,0,49,0,0,free
48,26,0,49,0,0,free
48,27,0,49,0,0,free
48,28,0,49,0,0,free
48,29,0,49,0,0,free
48,30,0,49,0,0,free
48,31,0,49,0,0,free
49,0,0,50,0,0,free
49,1,0,50,0,0,free
49,2,0,50,0,0,free
49,3,0,50,0,0,free
49,4,0,50,0,0,free
49,5,0,50,0,0,free
49,6,0,50,0,0,free
49,7,0,50,0,0,free
49,8,0,50,0,0,free
49,9,1,50,0,1,free
49,10,0,50,0,0,free
49,11,0,50,0,0,free
49,12,0,50,0,0,free
49,13,0,50,0,0,free
49,14,0,50,0,0,free
49,15,0,50,0,0,free
49,16,0,50,0,0,free
49,17,0,50,0,0,free
49,18,0,50,0,0,free
49,19,0,50,0,0,free
49,20,0,50,0,0,free
49,21,0,50,0,0,free
49,22,0,50,0,0,free
49,23,0,50,0,0,free
49,24,0,50,0,0,free
49,25,0,50,0,0,free
49,26,0,50,0,0,free
49,27,0,50,0,0,free
49,28,0,50,0,0,free
49,29,0,50,0,0,free
49,30,0,50,0,0,free
49,31,0,50,0,0,free
50,0,0,51,0,0,free
50,1,0,51,0,0,free
50,2,0,51,0,0,free
50,3,0,51,0,0,free
50,4,0,51,0,0,free
50,5,0,51,0,0,free
50,6,0,51,0,0,free
50,7,0,51,0,0,free
50,8,1,51,0,1,free
50,9,0,51,0,0,free
50,10,0,51,0,0,free
50,11,0,51,0,0,free
50,12,0,51,0,0,free
50,13,0,51,0,0,free
50,14,0,51,0,0,free
50,15,0,51,0,0,free
50,16,0,51,0,0,free
50,17,0,51,0,0,free
50,18,0,51,0,0,free
50,19,0,51,0,0,free
50,20,0,51,0,0,free
50,21,0,51,0,0,free
50,22,0,51,0,0,free
50,23,0,51,0,0,free
50,24,0,51,0,0,free
50,25,0,51,0,0,free
50,26,0,51,0,0,free
50,27,0,51,0,0,free
50,28,0,51,0,0,free
50,29,0,51,0,0,free
50,30,0,51,0,0,free
50,31,0,51,0,0,free
51,0,0,52,0,0,free
51,1,0,52,0,0,free
51,2,0,52,0,0,free
51,3,0,52,0,0,free
51,4,0,52,0,0,free
51,5,0,52,0,0,free
51,6,0,52,0,0,free
51,7,1,52,0,1,free
51,8,0,52,0,0,free
51,9,0,52,0,0,free
51,10,0,52,0,0,free
51,11,0,52,0,0,free
51,12,0,52,0,0,free
51,13,0,52,0,0,free
51,14,0,52,0,0,free
51,15,0,52,0,0,free
51,16,0,52,0,0,free
51,17,0,52,0,0,free
51,18,0,52,0,0,free
51,19,0,52,0,0,free
51,20,0,52,0,0,free
51,21,0,52,0,0,free
51,22,0,52,0,0,free
51,23,0,52,0,0,free
51,24,0,52,0,0,free
51,25,0,52,0,0,free
51,26,0,52,0,0,free
51,27,0,52,0,0,free
51,28,0,52,0,0,free
51,29,0,52,0,0,free
51,30,0,52,0,0,free
51,31,0,52,0,0,free
52,0,0,53,0,0,free
52,1,0,53,0,0,free
52,2,0,53,0,0,free
52,3,0,53,0,0,free
52,4,0,53,0,0,free
52,5,0,53,0,0,free
52,6,1,53,0,1,free
52,7,0,53,0,0,free
52,8,0,53,0,0,free
52,9,0,53,0,0,free
52,10,0,53,0,0,free
52,11,0,53,0,0,free
52,12,0,53,0,0,free
52,13,0,53,0,0,free
52,14,0,53,0,0,free
52,15,0,53,0,0,free
52,16,0,53,0,0,free
52,17,0,53,0,0,free
52,18,0,53,0,0,free
52,19,0,53,0,0,free
52,20,0,53,0,0,free
52,21,0,53,0,0,free
52,22,0,53,0,0,free
52,23,0,53,0,0,free
52,24,0,53,0,0,free
52,25,0,53,0,0,free
52,26,0,53,0,0,free
52,27,0,53,0,0,free
52,28,0,53,0,0,free
52,29,0,53,0,0,free
52,30,0,53,0,0,free
52,31,0,53,0,0,free
53,0,0,54,0,0,free
53,1,0,54,0,0,free
53,2,0,54,0,0,free
53,3,0,54,0,0,free
53,4,0,54,0,0,free
53,5,1,54,0,1,free
53,6,0,54,0,0,free
53,7,0,54,0,0,free
53,8,0,54,0,0,free
53,9,0,54,0,0,free
53,10,0,54,0,0,free
53,11,0,54,0,0,free
53,12,0,54,0,0,free
53,13,0,54,0,0,free
53,14,0,54,0,0,free
53,15,0,54,0,0,free
53,16,0,54,0,0,free
53,17,0,54,0,0,free
53,18,0,54,0,0,free
53,19,0,54,0,0,free
53,20,0,54,0,0,free
53,21,0,54,0,0,free
53,22,0,54,0,0,free
53,23,0,54,0,0,free
53,24,0,54,0,0,free
53,25,0,54,0,0,free
53,26,0,54,0,0,free
53,27,0,54,0,0,free
53,28,0,54,0,0,free
53,29,0,54,0,0,free
53,30,0,54,0,0,free
53,31,0,54,0,0,free
54,0,0,55,0,0,free
54,1,0,55,0,0,free
54,2,0,55,0,0,free
54,3,0,55,0,0,free
54,4,1,55,0,1,free
54,5,0,55,0,0,free
54,6,0,55,0,0,free
54,7,0,55,0,0,free
54,8,0,55,0,0,free
54,9,0,55,0,0,free
54,10,0,55,0,0,free
54,11,0,55,0,0,free
54,12,0,55,0,0,free
54,13,0,55,0,0,free
54,14,0,55,0,0,free
54,15,0,55,0,0,free
54,16,0,55,0,0,free
54,17,0,55,0,0,free
54,18,0,55,0,0,free
54,19,0,55,0,0,free
54,20,0,55,0,0,free
54,21,0,55,0,0,free
54,22,0,55,0,0,free
54,23,0,55,0,0,free
54,24,0,55,0,0,free
54,25,0,55,0,0,free
54,26,0,55,0,0,free
54,27,0,55,0,0,free
54,28,0,55,0,0,free
54,29,0,55,0,0,free
54,30,0,55,0,0,free
54,31,0,55,0,0,free
55,0,0,56,0,0,free
55,1,0,56,0,0,free
55,2,0,56,0,0,free
55,3,1,56,0,1,free
55,4,0,56,0,0,free
55,5,0,56,0,0,free
55,6,0,56,0,0,free
55,7,0,56,0,0,free
55,8,0,56,0,0,free
55,9,0,56,0,0,free
55,10,0,56,0,0,free
55,11,0,56,0,0,free
55,12,0,56,0,0,free
55,13,0,56,0,0,free
55,14,0,56,0,0,free
55,15,0,56,0,0,free
55,16,0,56,0,0,free
55,17,0,56,0,0,free
55,18,0,56,0,0,free
55,19,0,56,0,0,free
55,20,0,56,0,0,free
55,21,0,56,0,0,free
55,22,0,56,0,0,free
55,23,0,56,0,0,free
55,24,0,56,0,0,free
55,25,0,56,0,0,free
55,26,0,56,0,0,free
55,27,0,56,0,0,free
55,28,0,56,0,0,free
55,29,0,56,0,0,free
55,30,0,56,0,0,free
55,31,0,56,0,0,free
56,0,0,57,0,0,free
56,1,0,57,0,0,free
56,2,1,57,0,1,free
56,3,0,57,0,0,free
56,4,0,57,0,0,free
56,5,0,57,0,0,free
56,6,0,57,0,0,free
56,7,0,57,0,0,free
56,8,0,57,0,0,free
56,9,0,57,0,0,free
56,10,0,57,0,0,free
56,11,0,57,0,0,free
56,12,0,57,0,0,free
56,13,0,57,0,0,free
56,14,0,57,0,0,free
56,15,0,57,0,0,free
56,16,0,57,0,0,free
56,17,0,57,0,0,free
56,18,0,57,0,0,free
56,19,0,57,0,0,free
56,20,0,57,0,0,free
56,21,0,57,0,0,free
56,22,0,57,0,0,free
56,23,0,57,0,0,free
56,24,0,57,0,0,free
56,25,0,57,0,0,free
56,26,0,57,0,0,free
56,27,0,57,0,0,free
56,28,0,57,0,0,free
56,29,0,57,0,0,free
56,30,0,57,0,0,free
56,31,1,57,0,1,free
57,0,0,58,0,0,free
57,1,1,58,0,1,free
57,2,0,58,0,0,free
57,3,0,58,0,0,free
57,4,0,58,0,0,free
57,5,0,58,0,0,free
57,6,0,58,0,0,free
57,7,0,58,0,0,free
57,8,0,58,0,0,free
57,9,0,58,0,0,free
57,10,0,58,0,0,free
57,11,0,58,0,0,free
57,12,0,58,0,0,free
57,13,0,58,0,0,free
57,14,0,58,0,0,free
57,15,0,58,0,0,free
57,16,0,58,0,0,free
57,17,0,58,0,0,free
57,18,0,58,0,0,free
57,19,0,58,0,0,free
57,20,0,58,0,0,free
57,21,0,58,0,0,free
57,22,0,58,0,0,free
57,23,0,58,0,0,free
57,24,0,58,0,0,free
57,25,0,58,0,0,free
57,26,0,58,0,0,free
57,27,0,58,0,0,free
57,28,0,58,0,0,free
57,29,0,58,0,0,free
57,30,1,58,0,1,free
57,31,0,58,0,0,free
58,0,1,59,0,1,free
58,1,0,59,0,0,free
58,2,0,59,0,0,free
58,3,0,59,0,0,free
58,4,0,59,0,0,free
58,5,0,59,0,0,free
58,6,0,59,0,0,free
58,7,0,59,0,0,free
58,8,0,59,0,0,free
58,9,0,59,0,0,free
58,10,0,59,0,0,free
58,11,0,59,0,0,free
58,12,0,59,0,0,free
58,13,0,59,0,0,free
58,14,0,59,0,0,free
58,15,0,59,0,0,free
58,16,0,59,0,0,free
58,17,0,59,0,0,free
58,18,0,59,0,0,free
58,19,0,59,0,0,free
58,20,0,59,0,0,free
58,21,0,59,0,0,free
58,22,0,59,0,0,free
58,23,0,59,0,0,free
58,24,0,59,0,0,free
58,25,0,59,0,0,free
58,26,0,59,0,0,free
58,27,0,59,0,0,free
58,28,0,59,0,0,free
58,29,1,59,0,1,free
58,30,0,59,0,0,free
58,31,0,59,0,0,free
59,0,0,60,0,0,free
59,1,0,60,0,0,free
59,2,0,60,0,0,free
59,3,0,60,0,0,free
59,4,0,60,0,0,free
59,5,0,60,0,0,free
59,6,0,60,0,0,free
59,7,0,60,0,0,free
59,8,0,60,0,0,free
59,9,0,60,0,0,free
59,10,0,60,0,0,free
59,11,0,60,0,0,free
59,12,0,60,0,0,free
59,13,0,60,0,0,free
59,14,0,60,0,0,free
59,15,0,60,0,0,free
59,16,0,60,0,0,free
59,17,0,60,0,0,free
59,18,0,60,0,0,free
59,19,0,60,0,0,free
59,20,0,60,0,0,free
59,21,0,60,0,0,free
59,22,0,60,0,0,free
59,23,0,60,0,0,free
59,24,0,60,0,0,free
59,25,0,60,0,0,free
59,26,0,60,0,0,free
59,27,0,60,0,0,free
59,28,1,60,0,1,free
59,29,0,60,0,0,free
59,30,0,60,0,0,free
59,31,0,60,0,0,free
60,0,0,61,0,0,free
60,1,0,61,0,0,free
60,2,0,61,0,0,free
60,3,0,61,0,0,free
60,4,0,61,0,0,free
60,5,0,61,0,0,free
60,6,0,61,0,0,free
60,7,0,61,0,0,free
60,8,0,61,0,0,free
60,9,0,61,0,0,free
60,10,0,61,0,0,free
60,11,0,61,0,0,free
60,12,0,61,0,0,free
60,13,0,61,0,0,free
60,14,0,61,0,0,free
60,15,0,61,0,0,free
60,16,0,61,0,0,free
60,17,0,61,0,0,free
60,18,0,61,0,0,free
60,19,0,61,0,0,free
60,20,0,61,0,0,free
60,21,0,61,0,0,free
60,22,0,61,0,0,free
60,23,0,61,0,0,free
60,24,0,61,0,0,free
60,25,0,61,0,0,free
60,26,0,61,0,0,free
60,27,1,61,0,1,free
60,28,0,61,0,0,free
60,29,0,61,0,0,free
60,30,0,61,0,0,free
60,31,0,61,0,0,free
61,0,0,62,0,0,free
61,1,0,62,0,0,free
61,2,0,62,0,0,free
61,3,0,62,0,0,free
61,4,0,62,0,0,free
61,5,0,62,0,0,free
61,6,0,62,0,0,free
61,7,0,62,0,0,free
61,8,0,62,0,0,free
61,9,0,62,0,0,free
